gpu_id;gpu_name;manufacturer;memory;tgp;computer_id
89879;Radeon Pro V320;AMD;16;6;6754
89880;UHD Graphics 32EU;Intel;0;7;81225
89881;Radeon HD 7850;AMD;2;14;25126
89882;GeForce RTX 4080 16 GB;NVIDIA;16;15;40831
89883;GeForce GTX 1060 3 GB GP104;NVIDIA;3;6;74030
89884;Radeon HD 8870 OEM;AMD;2;9;42274
89885;Radeon R7 350 640SP;AMD;2;21;90375
89886;Iris Pro Graphics P555;Intel;0;21;20070
89887;Radeon Pro W6800;AMD;32;18;15062
89888;GeForce GTX 1080 Ti 10 GB;NVIDIA;10;10;36297
89889;GeForce GT 1030;NVIDIA;2;11;25170
89890;Radeon R9 370;AMD;2;15;39526
89891;UHD Graphics 617;Intel;0;4;25253
89892;HD Graphics 4400;Intel;0;11;61725
89893;Radeon R7 260X;AMD;2;13;21803
89894;Radeon RX 480;AMD;8;16;51197
89895;HD Graphics 5000;Intel;0;7;14930
89896;Iris Plus Graphics G4;Intel;0;7;83573
89897;HD Graphics P530;Intel;0;11;66422
89898;GeForce RTX 3070 Ti;NVIDIA;8;18;13728
89899;UHD Graphics;Intel;0;12;88896
89900;Radeon R9 380X;AMD;4;;41324
89901;GeForce GT 1030;NVIDIA;2;8;33825
89902;Iris Plus Graphics G4;Intel;0;5;13393
89903;Radeon R7 265X OEM;AMD;2;6;48977
89904;UHD Graphics 16EU;Intel;0;16;31171
89905;Radeon R5 330 OEM;AMD;2;10;96606
89906;HD Graphics 615;Intel;0;10;8764
89907;GeForce GTX 1050 Ti;NVIDIA;4;20;3769
89908;UHD Graphics 605;Intel;0;17;28175
89909;GeForce GTX 1070 Ti;NVIDIA;8;5;91916
89910;Radeon Pro WX 5100;AMD;8;15;35925
89911;GeForce GTX 950 Low Power;NVIDIA;2;5;84735
89912;GeForce GT 1030;NVIDIA;2;17;15167
89913;Iris Pro Graphics 580;Intel;0;13;83100
89914;Radeon HD 8870 OEM;AMD;2;;18809
89915;GeForce RTX 2080 Ti 12 GB;NVIDIA;12;8;25863
89916;HD Graphics P4000;Intel;0;8;19667
89917;Iris Plus Graphics 640;Intel;0;14;36402
89918;HD Graphics 3000;Intel;0;16;24690
89919;Radeon HD 7950 Boost;AMD;3;7;24220
89920;Radeon HD 8860 OEM;AMD;2;18;98607
89921;Radeon HD 7950;AMD;3;4;16039
89922;UHD Graphics 630;Intel;0;6;60108
89923;GeForce GTX 1050;NVIDIA;2;13;865
89924;HD Graphics 510;Intel;0;;14681
89925;GeForce GTX 950 OEM;NVIDIA;4;14;51794
89926;HD Graphics 610;Intel;0;;39891
89927;Radeon Pro WX 3100;AMD;4;20;62423
89928;Radeon RX 455 OEM;AMD;2;5;35513
89929;GeForce GTX 1060 8 GB GDDR5X;NVIDIA;8;12;54036
89930;GeForce GT 1010;NVIDIA;2;10;14209
89931;HD Graphics 4600;Intel;0;14;18669
89932;Radeon R7 265;AMD;2;15;96874
89933;Radeon R9 380;AMD;2;16;16674
89934;GeForce GTX 1660 Ti;NVIDIA;6;8;16675
89935;GeForce GTX 1060 6 GB 9Gbps;NVIDIA;6;16;97439
89936;Iris Xe Graphics 96EU;Intel;0;20;79548
89937;GeForce RTX 3060 8 GB;NVIDIA;8;11;94622
89938;Radeon R7 260X;AMD;2;6;40733
89939;GeForce GTX 1050 Ti;NVIDIA;4;13;97076
89940;Radeon HD 7950 Boost;AMD;3;19;25425
89941;Iris Plus Graphics 650;Intel;0;17;76774
89942;Radeon R7 265X OEM;AMD;2;18;73865
89943;UHD Graphics 16EU;Intel;0;7;66981
89944;Radeon HD 8570 OEM;AMD;2;13;85080
89945;Iris Pro Graphics P6300;Intel;0;10;82597
89946;HD Graphics;Intel;0;8;86094
89947;HD Graphics 500;Intel;0;14;56837
89948;Radeon R7 350 640SP;AMD;2;14;73120
89949;GeForce RTX 3070 Ti;NVIDIA;8;20;92744
89950;Radeon HD 7970 X2;AMD;3;15;97099
89951;Iris Plus Graphics 650;Intel;0;14;93189
89952;GeForce RTX 3080 Ti 20 GB;NVIDIA;20;;70055
89953;Radeon R9 290X2;AMD;4;5;13831
89954;Radeon R9 290;AMD;4;13;88378
89955;HD Graphics P4600;Intel;0;10;17016
89956;Radeon R9 295X2;AMD;4;8;31987
89957;Radeon Pro WX 5100;AMD;8;13;14309
89958;GeForce RTX 4050;NVIDIA;8;21;33592
89959;HD Graphics 620;Intel;0;13;17804
89960;HD Graphics P4600;Intel;0;6;41294
89961;GeForce RTX 2080;NVIDIA;8;19;64171
89962;Radeon R7 240;AMD;2;11;80893
89963;Radeon RX 460 1024SP;AMD;2;;26431
89964;UHD Graphics 64EU;Intel;0;6;31225
89965;Radeon R9 270 1024SP;AMD;2;4;25949
89966;GeForce RTX 2080 SUPER;NVIDIA;8;6;42808
89967;GeForce GTX 980 Ti;NVIDIA;6;11;51287
89968;Radeon R9 FURY X;AMD;4;20;83785
89969;HD Graphics;Intel;0;6;37671
89970;Radeon R9 270 1024SP;AMD;2;5;390
89971;Radeon RX 460;AMD;2;16;14537
89972;GeForce GTX 960 OEM;NVIDIA;3;5;80966
89973;GeForce RTX 2080;NVIDIA;8;14;19713
89974;Radeon HD 7950 Monica BIOS 1;AMD;3;5;3053
89975;Radeon HD 7870 GHz Edition;AMD;2;19;50742
89976;UHD Graphics 620;Intel;0;4;34656
89977;Radeon Pro WX 8200;AMD;8;6;75259
89978;Radeon R9 370X;AMD;2;14;6562
89979;GeForce RTX 3070 Ti;NVIDIA;8;20;25151
89980;HD Graphics 4400;Intel;0;20;44756
89981;GeForce RTX 2080 Ti;NVIDIA;11;14;24605
89982;Radeon Vega Frontier Edition Watercooled;AMD;16;4;74417
89983;Radeon R9 270X;AMD;2;14;98802
89984;GeForce GTX 1070;NVIDIA;8;9;40364
89985;Radeon R5 240 OEM;AMD;2;12;15278
89986;UHD Graphics 750;Intel;0;9;69859
89987;Radeon RX 480;AMD;8;;71591
89988;GeForce RTX 2080 Ti 12 GB;NVIDIA;12;8;18261
89989;UHD Graphics 615;Intel;0;4;49784
89990;GeForce RTX 3060 Ti GA103;NVIDIA;8;6;93606
89991;GeForce RTX 3090 Ti;NVIDIA;24;20;39603
89992;GeForce RTX 3080;NVIDIA;10;11;99724
89993;Radeon R7 340 OEM;AMD;2;17;71061
89994;UHD Graphics 610;Intel;0;17;40706
89995;HD Graphics P5700;Intel;0;10;77909
89996;HD Graphics 5600;Intel;0;8;27568
89997;GeForce GTX TITAN X;NVIDIA;12;;48635
89998;UHD Graphics 730;Intel;0;9;94396
89999;UHD Graphics 32EU;Intel;0;7;13995
90000;GeForce GTX 1070 Ti;NVIDIA;8;5;52926
90001;HD Graphics 5500;Intel;0;9;37803
90002;Iris Plus Graphics G7;Intel;0;;71882
90003;HD Graphics 630;Intel;0;10;18104
90004;Iris Plus Graphics 640;Intel;0;18;72078
90005;Radeon R9 295X2;AMD;4;15;59169
90006;Radeon R9 390X;AMD;8;7;67367
90007;Radeon R9 370X;AMD;2;7;42172
90008;GeForce GTX 950;NVIDIA;2;10;71188
90009;GeForce RTX 3050 8 GB GA107;NVIDIA;8;6;19364
90010;Iris Plus Graphics 640;Intel;0;11;90412
90011;Radeon R5 435 OEM;AMD;2;20;49983
90012;GeForce GTX 1080 11Gbps;NVIDIA;8;6;16584
90013;Radeon HD 7870 GHz Edition;AMD;2;14;29706
90014;Iris Graphics 550;Intel;0;17;97097
90015;GeForce GTX 1060 8 GB GDDR5X;NVIDIA;8;;48138
90016;Iris Pro Graphics 5200;Intel;0;15;58518
90017;UHD Graphics 610;Intel;0;5;58167
90018;UHD Graphics 610;Intel;0;19;67475
90019;Iris Plus Graphics 650;Intel;0;8;46870
90020;Radeon RX 470;AMD;4;14;72831
90021;HD Graphics 5500;Intel;0;;11286
90022;GeForce GTX 1060 6 GB Rev. 2;NVIDIA;6;21;66918
90023;Radeon HD 7970 GHz Edition;AMD;3;11;43857
90024;GeForce RTX 2060 SUPER;NVIDIA;8;20;4792
90025;Iris Plus Graphics G4;Intel;0;14;74801
90026;Radeon Pro V520;AMD;8;18;6
90027;Radeon R9 270X;AMD;2;13;50584
90028;Radeon HD 8970 OEM;AMD;3;19;32279
90029;TITAN Xp;NVIDIA;12;8;54223
90030;GeForce GTX 970;NVIDIA;4;19;68204
90031;HD Graphics 4400;Intel;0;8;40407
90032;Radeon Pro SSG;AMD;16;15;19989
90033;GeForce RTX 2080 SUPER;NVIDIA;8;13;47323
90034;GeForce GTX 1660 SUPER;NVIDIA;6;4;32175
90035;HD Graphics 2000;Intel;0;12;8743
90036;Radeon R9 Nano;AMD;4;21;85468
90037;Radeon Pro V340;AMD;16;9;39885
90038;Radeon R5 240 OEM;AMD;2;20;81266
90039;GeForce RTX 3080 Ti 20 GB;NVIDIA;20;5;95337
90040;Iris Xe Graphics 80EU;Intel;0;18;32053
90041;Radeon R9 FURY X;AMD;4;19;6372
90042;Radeon RX 455 OEM;AMD;2;10;14607
90043;Radeon Pro WX 4100;AMD;4;7;90769
90044;GeForce RTX 3080 12 GB;NVIDIA;12;15;35888
90045;Radeon HD 7950 Boost;AMD;3;17;31455
90046;Radeon R9 370X;AMD;2;13;84444
90047;Radeon HD 7950 Monica BIOS 2;AMD;3;11;83499
90048;GeForce GTX 1060 5 GB;NVIDIA;5;12;75600
90049;Iris Plus Graphics 650;Intel;0;10;36921
90050;GeForce GTX 1650 TU116;NVIDIA;4;21;51615
90051;Radeon R9 280X;AMD;3;18;6051
90052;Radeon Pro WX 3100;AMD;4;17;81969
90053;Radeon Pro WX 2100;AMD;2;19;88282
90054;Radeon RX 460;AMD;2;11;80944
90055;Radeon HD 8990 OEM;AMD;3;11;89483
90056;UHD Graphics 32EU;Intel;0;5;74963
90057;GeForce GTX 1070 GDDR5X;NVIDIA;8;15;76451
90058;Radeon Vega Frontier Edition;AMD;16;16;82436
90059;Radeon R9 390X;AMD;8;21;32029
90060;UHD Graphics 770;Intel;0;21;46246
90061;HD Graphics 4600;Intel;0;14;83463
90062;HD Graphics 610;Intel;0;7;64769
90063;Radeon Pro V520;AMD;8;5;57252
90064;Radeon R9 270;AMD;2;20;65978
90065;UHD Graphics G1;Intel;0;12;66397
90066;Iris Plus Graphics 655;Intel;0;18;47219
90067;GeForce RTX 4060 Ti;NVIDIA;10;14;83677
90068;Iris Xe Graphics G7 80EU;Intel;0;;91944
90069;UHD Graphics 32EU;Intel;0;14;90514
90070;Radeon HD 7950 Mac Edition;AMD;3;21;71416
90071;Iris Pro Graphics 580;Intel;0;21;50381
90072;HD Graphics P4000;Intel;0;10;13567
90073;Radeon R9 FURY;AMD;4;7;71033
90074;Iris Pro Graphics 5200;Intel;0;10;64638
90075;Radeon Pro V340;AMD;16;17;83952
90076;GeForce RTX 2070;NVIDIA;8;12;36502
90077;TITAN V;NVIDIA;12;15;60753
90078;Radeon R9 285;AMD;2;11;42174
90079;Radeon Pro W5700;AMD;8;10;9193
90080;GeForce RTX 2080 Ti;NVIDIA;11;5;56972
90081;Radeon R9 380 OEM;AMD;4;17;3073
90082;GeForce GTX 960;NVIDIA;2;9;99774
90083;UHD Graphics 620;Intel;0;8;72447
90084;UHD Graphics 615;Intel;0;17;68785
90085;HD Graphics 6000;Intel;0;17;67378
90086;GeForce GTX 1060 6 GB Rev. 2;NVIDIA;6;11;81354
90087;Radeon R9 370X;AMD;2;16;42039
90088;HD Graphics P4600;Intel;0;12;13229
90089;Radeon R9 Nano;AMD;4;13;42763
90090;GeForce RTX 2070;NVIDIA;8;18;99031
90091;GeForce RTX 3070 Ti 16 GB;NVIDIA;16;4;77405
90092;GeForce GTX 1650 SUPER;NVIDIA;4;12;59280
90093;Radeon HD 7950 Monica BIOS 2;AMD;3;19;80560
90094;Iris Pro Graphics P580;Intel;0;20;92796
90095;HD Graphics P3000;Intel;0;12;61163
90096;UHD Graphics 750;Intel;0;8;77626
90097;HD Graphics 2000;Intel;0;17;48106
90098;Radeon HD 7870 GHz Edition;AMD;2;20;33198
90099;Radeon Pro V5300X;AMD;4;17;71936
90100;Radeon R9 280X;AMD;3;18;42110
90101;GeForce GTX 1060 6 GB Rev. 2;NVIDIA;6;;16439
90102;GeForce GTX 1660 SUPER;NVIDIA;6;20;10196
90103;UHD Graphics 600;Intel;0;17;2528
90104;Iris Xe Graphics G7 80EU;Intel;0;13;43184
90105;Radeon Pro WX 4100;AMD;4;20;28367
90106;Radeon HD 7950 Monica BIOS 1;AMD;3;8;2692
90107;GeForce RTX 3080 Ti 20 GB;NVIDIA;20;7;94792
90108;UHD Graphics 600;Intel;0;5;17869
90109;Radeon RX 480;AMD;8;19;17627
90110;Radeon Pro W6600;AMD;8;5;37188
90111;GeForce GTX 1650 TU116;NVIDIA;4;18;86351
90112;HD Graphics 520;Intel;0;16;59563
90113;Radeon R9 270 1024SP;AMD;2;19;52558
90114;GeForce RTX 3050 8 GB;NVIDIA;8;4;92735
90115;UHD Graphics 64EU;Intel;0;18;98889
90116;Radeon R7 240;AMD;2;18;98076
90117;Radeon R9 270X;AMD;2;16;7421
90118;Radeon Pro V620;AMD;32;15;8593
90119;GeForce GTX 1650 SUPER;NVIDIA;4;13;56108
90120;GeForce GTX 960;NVIDIA;2;10;49501
90121;GeForce GTX 1060 6 GB 9Gbps;NVIDIA;6;19;44739
90122;GeForce GTX 1060 5 GB;NVIDIA;5;4;28297
90123;Radeon HD 7950 Monica BIOS 2;AMD;3;15;38902
90124;UHD Graphics G4;Intel;0;21;72217
90125;Radeon Pro W5500;AMD;8;8;61704
90126;Radeon HD 7990;AMD;3;20;25444
90127;GeForce RTX 4080 16 GB;NVIDIA;16;9;40961
90128;GeForce RTX 3050 OEM;NVIDIA;8;5;90432
90129;GeForce GTX 1060 6 GB 9Gbps;NVIDIA;6;5;33096
90130;Radeon R7 240;AMD;2;4;79238
90131;GeForce GTX 1050 3 GB;NVIDIA;3;8;16062
90132;Radeon R9 255 OEM;AMD;2;19;34601
90133;Radeon R7 360 896SP;AMD;2;19;31488
90134;GeForce RTX 3050 OEM;NVIDIA;8;4;62329
90135;GeForce RTX 3060 Ti;NVIDIA;8;18;20284
90136;GeForce GT 1010 DDR4;NVIDIA;2;6;96202
90137;GeForce RTX 4090;NVIDIA;24;7;65819
90138;Radeon HD 7950 Boost;AMD;3;18;35185
90139;Radeon Vega Frontier Edition Watercooled;AMD;16;14;90668
90140;Radeon R9 370 1024SP;AMD;2;19;27500
90141;Radeon R7 435 OEM;AMD;2;;28279
90142;Radeon Pro V340;AMD;16;4;11423
90143;GeForce GT 1030 DDR4;NVIDIA;2;10;85095
90144;Radeon Pro W6800;AMD;32;;94849
90145;HD Graphics 505;Intel;0;10;63070
90146;GeForce RTX 3080 Ti 20 GB;NVIDIA;20;17;63848
90147;Radeon R9 295X2;AMD;4;15;86207
90148;UHD Graphics 620;Intel;0;19;57008
90149;GeForce GTX TITAN X;NVIDIA;12;19;3857
90150;Radeon HD 7950;AMD;3;6;67762
90151;Radeon R5 340X OEM;AMD;2;17;20402
90152;Iris Pro Graphics 580;Intel;0;4;73341
90153;GeForce GTX 1060 6 GB Rev. 2;NVIDIA;6;17;4426
90154;Radeon HD 7950 Monica BIOS 2;AMD;3;12;38185
90155;Iris Pro Graphics P580;Intel;0;15;15277
90156;GeForce RTX 2080 Ti 12 GB;NVIDIA;12;6;99599
90157;Radeon R9 Nano;AMD;4;16;18792
90158;Radeon R5 310 OEM;AMD;2;15;92538
90159;UHD Graphics 64EU;Intel;0;4;87323
90160;GeForce RTX 3060 8 GB;NVIDIA;8;14;84232
90161;UHD Graphics 610;Intel;0;18;86094
90162;UHD Graphics G4;Intel;0;18;67169
90163;UHD Graphics 710;Intel;0;20;93302
90164;GeForce RTX 3060 GA104;NVIDIA;12;21;99297
90165;Radeon R7 450 OEM;AMD;2;11;15211
90166;HD Graphics 4600;Intel;0;21;26400
90167;Radeon R7 350 OEM;AMD;2;5;39965
90168;Radeon R9 290X;AMD;4;11;22835
90169;Radeon Pro SSG;AMD;16;;98812
90170;HD Graphics 510;Intel;0;;72606
90171;Iris Plus Graphics G7;Intel;0;9;97895
90172;GeForce RTX 3090;NVIDIA;24;16;39881
90173;HD Graphics 4200;Intel;0;7;9863
90174;Radeon R9 285;AMD;2;20;95102
90175;GeForce GTX 1660;NVIDIA;6;20;9488
90176;GeForce GTX 1050;NVIDIA;2;20;79036
90177;Radeon R7 265X OEM;AMD;2;14;77408
90178;Radeon R5 340X OEM;AMD;2;4;63517
90179;Radeon R7 340 OEM;AMD;2;15;65645
90180;GeForce GTX 1050 3 GB;NVIDIA;3;16;50638
90181;GeForce GTX 960 OEM;NVIDIA;3;5;37501
90182;HD Graphics 405;Intel;0;14;22195
90183;Radeon R7 350X OEM;AMD;4;15;75252
90184;Radeon HD 7850;AMD;2;18;21450
90185;HD Graphics 4400;Intel;0;21;53664
90186;Radeon R5 240 OEM;AMD;2;14;41874
90187;GeForce RTX 3050 8 GB;NVIDIA;8;7;51112
90188;Radeon Pro W5500;AMD;8;9;26098
90189;Radeon Pro WX 3100;AMD;4;15;55549
90190;Iris Xe Graphics 80EU;Intel;0;21;51706
90191;Radeon HD 7970 GHz Edition;AMD;3;4;14272
90192;GeForce GTX 1070 Ti;NVIDIA;8;14;89919
90193;UHD Graphics 630;Intel;0;7;26986
90194;Radeon R7 340 OEM;AMD;2;18;30828
90195;GeForce GTX 1080 Ti;NVIDIA;11;7;69649
90196;Radeon R7 340 OEM;AMD;2;19;74017
90197;Radeon R9 FURY;AMD;4;21;59880
90198;Radeon Pro V520;AMD;8;15;72699
90199;Radeon Pro WX 2100;AMD;2;4;30566
90200;Iris Xe MAX Graphics;Intel;0;17;57560
90201;GeForce RTX 2080 SUPER;NVIDIA;8;17;63261
90202;UHD Graphics 620;Intel;0;11;85408
90203;GeForce GTX 980;NVIDIA;4;9;38666
90204;Radeon R9 285X;AMD;3;10;3278
90205;GeForce GTX 1650 GDDR6;NVIDIA;4;13;91998
90206;HD Graphics 4400;Intel;0;19;28739
90207;GeForce GTX 980 Ti;NVIDIA;6;17;95697
90208;HD Graphics 505;Intel;0;21;9207
90209;GeForce GTX 1070 GDDR5X;NVIDIA;8;17;47481
90210;GeForce GTX 950;NVIDIA;2;10;54878
90211;GeForce RTX 2080 Ti 12 GB;NVIDIA;12;4;76496
90212;Radeon HD 8950 OEM;AMD;3;7;32841
90213;GeForce RTX 2080 Ti 12 GB;NVIDIA;12;11;55015
90214;Iris Xe Graphics 96EU;Intel;0;5;84874
90215;Radeon Pro WX 8100;AMD;8;7;67334
90216;GeForce RTX 4090 Ti;NVIDIA;48;16;80024
90217;Iris Pro Graphics P6300;Intel;0;11;88401
90218;HD Graphics 5300;Intel;0;10;5066
90219;Radeon R9 290X2;AMD;4;8;55988
90220;GeForce GTX 980 Ti;NVIDIA;6;11;9952
90221;HD Graphics 5600;Intel;0;11;3375
90222;Radeon R7 250 OEM;AMD;2;4;87297
90223;UHD Graphics 32EU;Intel;0;6;16966
90224;Radeon R9 390;AMD;8;15;42303
90225;Radeon Pro W5500;AMD;8;9;91282
90226;GeForce RTX 3050 8 GB;NVIDIA;8;6;44231
90227;Iris Plus Graphics 655;Intel;0;20;6878
90228;Radeon Pro V520;AMD;8;21;34909
90229;Iris Xe Graphics G7 80EU;Intel;0;19;98820
90230;Radeon HD 7870 XT;AMD;2;19;99839
90231;Iris Plus Graphics 650;Intel;0;17;86030
90232;Radeon HD 8970 OEM;AMD;3;15;79802
90233;Radeon R9 295X2;AMD;4;18;46635
90234;GeForce RTX 4060 Ti;NVIDIA;10;10;84335
90235;HD Graphics 610;Intel;0;8;32890
90236;GeForce RTX 3070 Ti GA102;NVIDIA;8;18;8322
90237;GeForce RTX 2070 SUPER;NVIDIA;8;13;46817
90238;Radeon R7 350 640SP;AMD;2;7;75400
90239;Radeon Pro V320;AMD;16;13;7693
90240;HD Graphics 610;Intel;0;13;94314
90241;UHD Graphics G4;Intel;0;14;59515
90242;Radeon R7 350X OEM;AMD;4;14;63707
90243;HD Graphics;Intel;0;11;4048
90244;Radeon HD 8570 OEM;AMD;2;14;13198
90245;Radeon R5 430 OEM;AMD;2;6;20374
90246;HD Graphics P530;Intel;0;7;73779
90247;GeForce GTX 1650 TU106;NVIDIA;4;11;54732
90248;Radeon Pro WX 7100;AMD;8;13;33908
90249;Radeon R9 285;AMD;2;12;44494
90250;GeForce RTX 2060 12 GB;NVIDIA;12;9;91281
90251;HD Graphics P530;Intel;0;21;48692
90252;GeForce GTX 1650 TU116;NVIDIA;4;15;48711
90253;Radeon Pro WX 3200;AMD;4;18;25621
90254;GeForce GTX TITAN X;NVIDIA;12;;21082
90255;GeForce GTX 1070;NVIDIA;8;18;44345
90256;UHD Graphics 32EU;Intel;0;20;51717
90257;TITAN V CEO Edition;NVIDIA;32;5;47264
90258;GeForce RTX 3080 Ti;NVIDIA;12;13;7611
90259;GeForce GTX 1060 5 GB;NVIDIA;5;19;45193
90260;GeForce RTX 3060 Ti;NVIDIA;8;;53243
90261;Iris Pro Graphics 5200;Intel;0;20;66954
90262;Radeon R9 285;AMD;2;18;56675
90263;Radeon R9 295X2;AMD;4;9;3468
90264;GeForce GT 1030 DDR4;NVIDIA;2;13;33827
90265;UHD Graphics G7;Intel;0;19;31086
90266;GeForce GTX 1060 8 GB GDDR5X;NVIDIA;8;5;26598
90267;Iris Plus Graphics G4;Intel;0;9;6044
90268;GeForce GTX 1070 GDDR5X;NVIDIA;8;16;52589
90269;Radeon Pro Duo;AMD;4;13;59323
90270;UHD Graphics 64EU;Intel;0;21;25734
90271;HD Graphics 4200;Intel;0;17;90117
90272;GeForce GTX 950 OEM;NVIDIA;4;6;66987
90273;Radeon Pro W6800;AMD;32;;45316
90274;Radeon Pro V7350X2;AMD;16;18;99114
90275;GeForce RTX 3070 Ti 16 GB;NVIDIA;16;16;81731
90276;Radeon R9 380;AMD;2;12;27459
90277;GeForce GTX 1060 6 GB GP104;NVIDIA;6;;27664
90278;Radeon R7 240 OEM;AMD;2;12;11435
90279;GeForce GTX 1630;NVIDIA;4;12;61264
90280;GeForce RTX 3060 Ti GDDR6X;NVIDIA;8;18;68890
90281;GeForce RTX 3050 8 GB GA107;NVIDIA;8;6;94313
90282;Radeon R7 250 OEM;AMD;2;6;69974
90283;GeForce GTX 1060 6 GB GDDR5X;NVIDIA;6;17;2233
90284;GeForce RTX 3090;NVIDIA;24;11;6128
90285;GeForce GTX 1080 Ti;NVIDIA;11;8;19987
90286;HD Graphics 515;Intel;0;13;96521
90287;GeForce GTX 1630;NVIDIA;4;7;73648
90288;Radeon R7 430 OEM;AMD;2;17;51016
90289;HD Graphics P630;Intel;0;15;90485
90290;UHD Graphics 605;Intel;0;20;81126
90291;UHD Graphics 615;Intel;0;19;45656
90292;Radeon R9 290X2;AMD;4;11;12362
90293;GeForce RTX 2080;NVIDIA;8;17;27432
90294;Radeon R9 380;AMD;2;20;76409
90295;HD Graphics 610;Intel;0;18;53554
90296;GeForce GTX 980;NVIDIA;4;7;10601
90297;GeForce RTX 4090;NVIDIA;24;12;44283
90298;GeForce GTX 950 OEM;NVIDIA;4;16;61245
90299;HD Graphics 5000;Intel;0;18;12581
90300;HD Graphics 405;Intel;0;;8450
90301;Radeon R9 FURY X;AMD;4;6;74660
90302;Radeon R9 FURY X2;AMD;4;4;57821
90303;Radeon Pro WX 8100;AMD;8;18;20113
90304;HD Graphics 5600;Intel;0;13;87144
90305;GeForce GTX 1070 GDDR5X;NVIDIA;8;16;19847
90306;GeForce GTX TITAN X;NVIDIA;12;;39383
90307;Radeon R7 260X;AMD;2;;24476
90308;Radeon Pro WX 9100;AMD;16;7;78208
90309;GeForce RTX 3050 4 GB;NVIDIA;4;13;80442
90310;UHD Graphics 610;Intel;0;11;85503
90311;GeForce GTX 1070;NVIDIA;8;12;37321
90312;Radeon R9 370;AMD;2;19;10941
90313;HD Graphics 615;Intel;0;6;93973
90314;HD Graphics 505;Intel;0;11;60592
90315;Radeon HD 7990;AMD;3;9;47182
90316;GeForce RTX 3070;NVIDIA;8;6;14458
90317;UHD Graphics 600;Intel;0;21;12087
90318;Radeon R7 430 OEM;AMD;2;8;52426
90319;GeForce RTX 2080 Ti;NVIDIA;11;11;45701
90320;Radeon HD 7870 GHz Edition;AMD;2;17;95297
90321;GeForce GTX 1060 6 GB GDDR5X;NVIDIA;6;15;83676
90322;HD Graphics 400;Intel;0;16;27928
90323;UHD Graphics G7;Intel;0;15;5151
90324;UHD Graphics 617;Intel;0;;28236
90325;UHD Graphics G4;Intel;0;19;52963
90326;UHD Graphics 64EU;Intel;0;20;56561
90327;Iris Pro Graphics 6200;Intel;0;13;74595
90328;GeForce RTX 3090 Ti;NVIDIA;24;19;16791
90329;GeForce GTX 1060 6 GB 9Gbps;NVIDIA;6;9;35021
90330;Radeon HD 8760 OEM;AMD;2;7;34738
90331;UHD Graphics 32EU;Intel;0;;91931
90332;Radeon R5 240 OEM;AMD;2;15;31368
90333;Radeon HD 7970 X2;AMD;3;11;21576
90334;Radeon R7 450 OEM;AMD;2;5;34985
90335;GeForce RTX 4090;NVIDIA;24;21;52803
90336;Radeon R7 260;AMD;2;5;74183
90337;Radeon R7 435 OEM;AMD;2;5;97401
90338;Radeon R9 380 OEM;AMD;4;13;63812
90339;HD Graphics 510;Intel;0;13;68638
90340;GeForce RTX 3060 Ti;NVIDIA;8;20;81274
90341;GeForce RTX 2080 SUPER;NVIDIA;8;18;34335
90342;Radeon HD 7850;AMD;2;8;72476
90343;UHD Graphics;Intel;0;9;22487
90344;Radeon R9 380;AMD;2;11;29355
90345;GeForce GTX 1650 TU106;NVIDIA;4;18;9954
90346;Radeon R7 240;AMD;2;6;15860
90347;Radeon R9 370;AMD;2;13;15442
90348;Radeon R9 390 X2;AMD;8;18;46219
90349;GeForce GTX 1080;NVIDIA;8;10;81074
90350;GeForce RTX 2080 SUPER;NVIDIA;8;11;55976
90351;UHD Graphics G4;Intel;0;15;9933
90352;GeForce GT 1010 DDR4;NVIDIA;2;10;91774
90353;GeForce GTX 1050 3 GB;NVIDIA;3;10;12552
90354;TITAN V CEO Edition;NVIDIA;32;4;31520
90355;Iris Xe Graphics 96EU;Intel;0;17;39409
90356;GeForce GTX 1060 3 GB;NVIDIA;3;5;19231
90357;Radeon R9 390X;AMD;8;11;23001
90358;Radeon Pro W6600;AMD;8;9;42787
90359;Radeon R7 260X;AMD;2;5;45299
90360;GeForce GTX 1050 3 GB;NVIDIA;3;14;20457
90361;GeForce GTX 1060 3 GB;NVIDIA;3;13;33067
90362;UHD Graphics 770;Intel;0;8;29387
90363;Radeon R9 FURY X;AMD;4;7;12023
90364;GeForce GTX 980 Ti;NVIDIA;6;17;39573
90365;GeForce RTX 3090;NVIDIA;24;4;52977
90366;GeForce GTX 1060 6 GB GP104;NVIDIA;6;14;48596
90367;Radeon R9 FURY X2;AMD;4;11;8427
90368;UHD Graphics P630;Intel;0;5;6338
90369;GeForce GTX 950 OEM;NVIDIA;4;21;80705
90370;GeForce RTX 2060 12 GB;NVIDIA;12;18;30600
90371;UHD Graphics 617;Intel;0;5;34452
90372;TITAN X Pascal;NVIDIA;12;15;52297
90373;UHD Graphics;Intel;0;10;43729
90374;Radeon Pro Duo;AMD;4;17;94009
90375;Radeon R9 285;AMD;2;20;96522
90376;HD Graphics 5000;Intel;0;7;33827
90377;Radeon HD 7970 X2;AMD;3;14;83292
90378;GeForce GT 1030 DDR4;NVIDIA;2;17;95618
90379;Radeon HD 7950 Mac Edition;AMD;3;13;57119
90380;Iris Xe Graphics G4;Intel;0;5;31661
90381;Radeon R7 250 OEM;AMD;2;16;8283
90382;Radeon R7 260;AMD;2;9;82292
90383;GeForce GTX 950 Low Power;NVIDIA;2;19;27453
