id;memory;ram_stick_type;clock_speed
151654;32;DDR2;266
151655;4;DDR4;200
151656;2;DDR1;4400
151657;16;DDR2;200
151658;4;DDR2;3600
151659;32;DDR3;1600
151660;2;DDR2;300
151661;2;DDR4;2933
151662;32;DDR3;200
151663;4;DDR4;3000
151664;8;DDR4;2666
151665;16;DDR1;333
151666;32;DDR2;1333
151667;2;DDR1;333
151668;2;DDR1;3000
151669;16;DDR1;2400
151670;32;DDR2;400
151671;8;DDR2;3000
151672;32;DDR1;1000
151673;8;DDR3;2666
151674;8;DDR3;800
151675;16;DDR4;2666
151676;4;DDR1;266
151677;16;DDR2;2666
151678;32;DDR4;300
151679;32;DDR1;533
151680;2;DDR4;333
151681;32;DDR1;1333
151682;32;DDR2;533
151683;32;DDR2;1066
151684;8;DDR2;3600
151685;4;DDR2;200
151686;32;DDR3;1333
151687;8;DDR4;800
151688;32;DDR1;3200
151689;8;DDR2;266
151690;16;DDR3;400
151691;8;DDR3;3200
151692;4;DDR3;1333
151693;32;DDR2;1333
151694;4;DDR3;2933
151695;16;DDR1;1333
151696;8;DDR1;333
151697;32;DDR3;800
151698;2;DDR2;1600
151699;4;DDR3;1600
151700;16;DDR1;667
151701;2;DDR3;800
151702;32;DDR4;3000
151703;2;DDR4;1000
151704;4;DDR4;533
151705;2;DDR2;400
151706;4;DDR3;1600
151707;2;DDR4;533
151708;2;DDR1;3200
151709;16;DDR4;333
151710;4;DDR2;300
151711;32;DDR3;333
151712;8;DDR4;4000
151713;8;DDR3;3200
151714;8;DDR3;333
151715;2;DDR3;800
151716;32;DDR1;800
151717;32;DDR3;1600
151718;32;DDR3;1600
151719;16;DDR3;800
151720;32;DDR1;667
151721;32;DDR4;3000
151722;8;DDR1;4400
151723;4;DDR1;800
151724;4;DDR3;4400
151725;2;DDR3;533
151726;32;DDR4;2400
151727;8;DDR1;300
151728;16;DDR1;1600
151729;16;DDR3;3000
151730;4;DDR4;2400
151731;4;DDR2;266
151732;32;DDR3;3600
151733;8;DDR3;400
151734;8;DDR2;1600
151735;2;DDR1;400
151736;16;DDR2;300
151737;8;DDR3;3600
151738;2;DDR4;333
151739;8;DDR3;400
151740;8;DDR4;667
151741;32;DDR4;400
151742;16;DDR4;667
151743;16;DDR2;400
151744;2;DDR3;1066
151745;32;DDR4;533
151746;16;DDR1;2400
151747;16;DDR1;3000
151748;2;DDR2;266
151749;32;DDR1;4000
151750;32;DDR3;200
151751;4;DDR3;400
151752;16;DDR1;800
151753;8;DDR2;333
151754;16;DDR2;3200
151755;32;DDR4;3600
151756;32;DDR3;667
151757;8;DDR1;800
151758;4;DDR3;2400
151759;16;DDR2;400
151760;8;DDR4;3000
151761;4;DDR3;2933
151762;8;DDR2;2666
151763;4;DDR2;3200
151764;4;DDR1;1000
151765;4;DDR3;2400
151766;32;DDR3;200
151767;4;DDR1;4000
151768;16;DDR3;3000
151769;32;DDR4;200
151770;32;DDR2;667
151771;2;DDR1;300
151772;4;DDR4;1066
151773;32;DDR4;3600
151774;16;DDR2;667
151775;2;DDR2;3200
151776;32;DDR3;2666
151777;2;DDR3;200
151778;8;DDR1;266
151779;4;DDR4;2666
151780;2;DDR3;667
151781;32;DDR3;4000
151782;16;DDR4;4400
151783;2;DDR1;1066
151784;8;DDR4;2666
151785;8;DDR2;3000
151786;4;DDR4;200
151787;8;DDR2;533
151788;8;DDR4;2666
151789;2;DDR3;2933
151790;32;DDR3;1600
151791;16;DDR4;3000
151792;4;DDR4;2400
151793;4;DDR4;1333
151794;8;DDR2;4000
151795;4;DDR3;266
151796;4;DDR3;400
151797;16;DDR2;1333
151798;2;DDR1;1600
151799;32;DDR4;533
151800;8;DDR1;3200
151801;16;DDR4;4400
151802;4;DDR3;1600
151803;4;DDR3;1066
151804;2;DDR4;333
151805;8;DDR1;4400
151806;2;DDR2;800
151807;32;DDR4;2666
151808;4;DDR3;3600
151809;16;DDR4;533
151810;8;DDR1;1600
151811;16;DDR4;1066
151812;16;DDR2;2400
151813;32;DDR2;3600
151814;16;DDR1;2400
151815;32;DDR3;3200
151816;4;DDR4;2933
151817;2;DDR4;1333
151818;32;DDR2;1600
151819;32;DDR3;333
151820;16;DDR3;1600
151821;8;DDR4;2933
151822;32;DDR2;1000
151823;16;DDR2;4400
151824;2;DDR3;2400
151825;16;DDR3;200
151826;8;DDR4;4400
151827;8;DDR3;266
151828;8;DDR3;3200
151829;8;DDR4;533
151830;16;DDR1;200
151831;16;DDR2;333
151832;2;DDR1;4000
151833;4;DDR1;800
151834;16;DDR2;3600
151835;32;DDR4;2666
151836;8;DDR4;800
151837;8;DDR1;667
151838;2;DDR3;3200
151839;32;DDR3;3200
151840;2;DDR3;667
151841;2;DDR2;300
151842;16;DDR4;533
151843;8;DDR4;1000
151844;4;DDR4;800
151845;32;DDR1;667
151846;16;DDR4;1600
151847;4;DDR1;1333
151848;32;DDR4;4000
151849;2;DDR4;2933
151850;8;DDR2;333
151851;32;DDR1;800
151852;4;DDR2;4400
151853;2;DDR4;4400
151854;32;DDR3;1333
151855;2;DDR4;400
151856;4;DDR3;3000
151857;2;DDR2;1066
151858;32;DDR2;300
151859;8;DDR2;4400
151860;2;DDR3;1600
151861;16;DDR2;1333
151862;4;DDR1;3600
151863;4;DDR2;400
151864;2;DDR4;3200
151865;16;DDR2;1000
151866;16;DDR3;333
151867;32;DDR1;1333
151868;2;DDR1;400
151869;16;DDR2;2666
151870;8;DDR1;4400
151871;8;DDR4;3000
151872;16;DDR4;1000
151873;16;DDR4;1333
151874;4;DDR2;533
151875;2;DDR1;1600
151876;2;DDR1;1000
151877;32;DDR2;2933
151878;4;DDR1;1000
151879;32;DDR2;200
151880;4;DDR3;800
151881;16;DDR2;400
151882;4;DDR1;1600
151883;16;DDR4;3600
151884;4;DDR3;800
151885;16;DDR1;2666
151886;8;DDR4;3200
151887;2;DDR3;1000
151888;32;DDR2;4400
151889;16;DDR3;2666
151890;32;DDR3;266
151891;4;DDR1;1600
151892;4;DDR3;1333
151893;32;DDR2;1600
151894;2;DDR3;1600
151895;8;DDR3;4000
151896;4;DDR1;4400
151897;4;DDR4;2666
151898;32;DDR2;400
151899;32;DDR1;533
151900;2;DDR2;667
151901;4;DDR2;1000
151902;8;DDR3;300
151903;32;DDR3;2933
151904;2;DDR1;333
151905;32;DDR3;300
151906;8;DDR3;3600
151907;4;DDR2;200
151908;8;DDR1;3600
151909;4;DDR3;333
151910;8;DDR3;3200
151911;2;DDR1;2400
151912;32;DDR1;667
151913;8;DDR1;300
151914;32;DDR3;400
151915;2;DDR3;400
151916;4;DDR1;400
151917;2;DDR2;4400
151918;4;DDR2;4000
151919;16;DDR2;3200
151920;2;DDR4;3600
151921;8;DDR4;1066
151922;16;DDR4;4400
151923;8;DDR3;2400
151924;2;DDR4;2933
151925;8;DDR1;1600
151926;8;DDR4;4000
151927;16;DDR3;2933
151928;4;DDR4;1066
151929;16;DDR1;3000
151930;32;DDR1;333
151931;16;DDR4;200
151932;16;DDR4;667
151933;32;DDR1;300
151934;16;DDR2;800
151935;32;DDR3;1000
151936;8;DDR3;3600
151937;32;DDR4;333
151938;32;DDR2;1066
151939;16;DDR4;1333
151940;16;DDR1;300
151941;32;DDR4;400
151942;16;DDR2;300
151943;4;DDR4;333
151944;32;DDR2;300
151945;8;DDR4;400
151946;2;DDR2;667
151947;16;DDR3;1000
151948;32;DDR2;1066
151949;32;DDR3;3000
151950;2;DDR2;667
151951;4;DDR2;200
151952;4;DDR3;4400
151953;4;DDR4;1066
151954;32;DDR1;1333
151955;4;DDR3;1066
151956;32;DDR4;1600
151957;16;DDR4;1333
151958;2;DDR2;533
151959;4;DDR1;3200
151960;8;DDR2;2400
151961;32;DDR3;1333
151962;2;DDR1;4000
151963;32;DDR4;533
151964;2;DDR2;667
151965;16;DDR2;1066
151966;16;DDR1;200
151967;16;DDR4;2400
151968;4;DDR4;1066
151969;8;DDR1;333
151970;32;DDR3;533
151971;32;DDR1;3200
151972;2;DDR4;4000
151973;2;DDR4;1600
151974;32;DDR1;400
151975;4;DDR4;800
151976;16;DDR1;1066
151977;32;DDR2;800
151978;2;DDR2;2400
151979;2;DDR4;200
151980;8;DDR3;266
151981;4;DDR2;4000
151982;2;DDR4;3600
151983;16;DDR1;800
151984;4;DDR1;333
151985;4;DDR3;300
151986;16;DDR3;333
151987;4;DDR1;266
151988;4;DDR2;1600
151989;2;DDR2;2666
151990;16;DDR4;1066
151991;8;DDR1;1000
151992;16;DDR4;2933
151993;32;DDR2;800
151994;16;DDR4;1066
151995;4;DDR2;2666
151996;16;DDR1;1600
151997;4;DDR1;3200
151998;16;DDR3;3000
151999;16;DDR3;667
152000;2;DDR4;3600
152001;2;DDR2;4000
152002;8;DDR3;1066
152003;2;DDR2;800
152004;2;DDR3;300
152005;4;DDR2;1066
152006;32;DDR1;333
152007;2;DDR4;4000
152008;16;DDR2;3600
152009;16;DDR3;4400
152010;2;DDR1;1066
152011;16;DDR1;333
152012;8;DDR2;400
152013;32;DDR2;3000
152014;8;DDR3;200
152015;4;DDR3;4400
152016;4;DDR4;2400
152017;2;DDR2;533
152018;8;DDR1;2400
152019;4;DDR2;3200
152020;32;DDR4;800
152021;16;DDR2;1600
152022;32;DDR2;200
152023;2;DDR3;1000
152024;4;DDR4;1333
152025;2;DDR2;3200
152026;2;DDR3;1000
152027;4;DDR3;2933
152028;32;DDR4;667
152029;4;DDR2;300
152030;8;DDR1;4400
152031;32;DDR3;800
152032;32;DDR3;3200
152033;2;DDR2;266
152034;4;DDR4;1600
152035;4;DDR3;1600
152036;8;DDR1;400
152037;16;DDR2;3000
152038;4;DDR2;333
152039;4;DDR4;2933
152040;4;DDR4;400
152041;2;DDR4;3000
152042;4;DDR1;800
152043;4;DDR2;4400
152044;16;DDR1;2933
152045;8;DDR4;800
152046;32;DDR1;3000
152047;8;DDR4;333
152048;2;DDR3;2400
152049;4;DDR3;3200
152050;32;DDR3;1066
152051;8;DDR3;800
152052;4;DDR3;1000
152053;32;DDR4;3600
152054;2;DDR2;266
152055;8;DDR2;800
152056;32;DDR1;300
152057;2;DDR4;1600
152058;16;DDR3;1066
152059;32;DDR2;2933
152060;16;DDR4;4000
152061;8;DDR4;1066
152062;8;DDR4;4000
152063;8;DDR3;3000
152064;2;DDR1;4000
152065;32;DDR1;1000
152066;4;DDR4;2666
152067;4;DDR4;4400
152068;4;DDR1;667
152069;4;DDR4;333
152070;32;DDR2;1600
152071;16;DDR1;200
152072;4;DDR1;533
152073;2;DDR1;1600
152074;32;DDR2;667
152075;2;DDR4;1600
152076;16;DDR1;1000
152077;32;DDR1;333
152078;16;DDR4;200
152079;4;DDR3;2666
152080;4;DDR2;2400
152081;4;DDR2;3600
152082;8;DDR3;1000
152083;8;DDR1;1333
152084;32;DDR3;2666
152085;4;DDR4;3000
152086;2;DDR1;1600
152087;16;DDR2;3000
152088;16;DDR3;1066
152089;2;DDR1;3000
152090;16;DDR1;1066
152091;32;DDR4;2933
152092;2;DDR1;3600
152093;4;DDR2;300
152094;4;DDR4;2933
152095;16;DDR3;1333
152096;4;DDR1;4000
152097;32;DDR1;2400
152098;4;DDR3;1066
152099;8;DDR1;4000
152100;4;DDR2;3000
152101;16;DDR3;333
152102;32;DDR4;3200
152103;8;DDR1;800
152104;2;DDR2;800
152105;32;DDR2;533
152106;4;DDR3;300
152107;2;DDR3;266
152108;4;DDR2;800
152109;4;DDR2;2933
152110;4;DDR3;1000
152111;32;DDR4;1600
152112;2;DDR1;4000
152113;4;DDR1;800
152114;4;DDR1;200
152115;2;DDR4;266
152116;32;DDR4;2933
152117;4;DDR4;3000
152118;8;DDR1;3600
152119;4;DDR4;1600
152120;16;DDR1;266
152121;16;DDR3;2666
152122;16;DDR3;4400
152123;2;DDR3;266
152124;4;DDR3;533
152125;16;DDR4;2666
152126;2;DDR3;300
152127;16;DDR1;1333
152128;32;DDR2;800
152129;32;DDR1;3600
152130;32;DDR4;3200
152131;8;DDR3;2666
152132;2;DDR3;333
152133;4;DDR1;400
152134;8;DDR2;2400
152135;4;DDR1;3000
152136;4;DDR2;667
152137;8;DDR4;4400
152138;4;DDR2;3000
152139;32;DDR2;533
152140;4;DDR4;333
152141;32;DDR2;1066
152142;32;DDR1;3600
152143;32;DDR1;2666
152144;4;DDR3;4400
152145;8;DDR1;2400
152146;16;DDR1;2400
152147;16;DDR4;3200
152148;32;DDR3;800
152149;2;DDR1;2933
152150;8;DDR4;200
152151;2;DDR1;400
152152;2;DDR1;533
152153;16;DDR1;300
152154;32;DDR1;533
152155;8;DDR3;4400
152156;8;DDR3;2666
152157;2;DDR4;1066
152158;4;DDR4;533
152159;4;DDR1;266
152160;4;DDR1;800
152161;4;DDR4;800
152162;4;DDR3;333
152163;32;DDR2;1000
152164;4;DDR1;2400
152165;32;DDR1;1066
152166;32;DDR1;3000
152167;2;DDR2;300
152168;32;DDR2;1333
152169;32;DDR4;4000
152170;8;DDR2;266
152171;2;DDR1;2666
152172;4;DDR1;2400
152173;8;DDR4;800
152174;8;DDR2;266
152175;16;DDR1;800
152176;8;DDR3;2666
152177;16;DDR1;1600
152178;2;DDR1;3000
152179;16;DDR3;667
152180;16;DDR3;1066
152181;2;DDR4;200
152182;8;DDR3;533
152183;4;DDR2;266
152184;8;DDR4;3200
152185;8;DDR4;2933
152186;2;DDR2;667
152187;16;DDR4;3000
152188;8;DDR3;333
152189;8;DDR3;1066
152190;16;DDR4;3600
152191;2;DDR3;200
152192;32;DDR2;2400
152193;32;DDR2;2666
152194;4;DDR2;200
152195;32;DDR1;2933
152196;32;DDR4;3000
152197;32;DDR3;300
152198;32;DDR2;4400
152199;16;DDR3;800
152200;2;DDR1;1333
152201;2;DDR1;2666
152202;8;DDR4;400
152203;2;DDR4;2933
152204;32;DDR2;667
152205;16;DDR2;667
152206;32;DDR3;3200
152207;32;DDR1;3200
152208;16;DDR3;800
152209;2;DDR2;400
152210;8;DDR3;1333
152211;4;DDR3;2666
152212;2;DDR2;3000
152213;32;DDR2;2933
152214;8;DDR1;400
152215;16;DDR3;533
152216;16;DDR4;4000
152217;4;DDR1;2400
152218;8;DDR2;400
152219;2;DDR1;300
152220;4;DDR2;4000
152221;4;DDR2;2666
152222;16;DDR2;400
152223;8;DDR2;4400
152224;4;DDR1;667
152225;32;DDR2;2933
152226;32;DDR2;2666
152227;32;DDR1;3600
152228;2;DDR4;200
152229;8;DDR3;3600
152230;32;DDR3;1600
152231;4;DDR2;400
152232;4;DDR3;800
152233;4;DDR3;4000
152234;4;DDR1;4000
152235;8;DDR1;3000
152236;8;DDR4;333
152237;32;DDR2;400
152238;8;DDR1;1600
152239;4;DDR1;1000
152240;4;DDR4;667
152241;8;DDR1;300
152242;2;DDR1;3200
152243;32;DDR2;400
152244;32;DDR2;800
152245;16;DDR2;4400
152246;2;DDR3;333
152247;4;DDR3;4000
152248;4;DDR1;800
152249;4;DDR2;3000
152250;16;DDR2;4000
152251;8;DDR2;2933
152252;2;DDR2;200
152253;8;DDR1;1066
152254;16;DDR3;400
152255;8;DDR2;533
152256;16;DDR3;800
152257;16;DDR3;667
152258;16;DDR2;333
152259;8;DDR1;667
152260;2;DDR3;667
152261;2;DDR4;1066
152262;4;DDR2;300
152263;4;DDR4;800
152264;8;DDR4;300
152265;4;DDR3;400
152266;4;DDR1;3200
152267;16;DDR3;1333
152268;8;DDR3;1333
152269;8;DDR3;667
152270;8;DDR2;300
152271;16;DDR1;2666
152272;32;DDR3;3600
152273;4;DDR2;4000
152274;2;DDR1;1333
152275;8;DDR1;2933
152276;16;DDR3;2400
152277;2;DDR2;4000
152278;4;DDR2;667
152279;4;DDR2;533
152280;16;DDR4;1333
152281;8;DDR3;1600
152282;32;DDR2;400
152283;8;DDR2;3200
152284;2;DDR2;1000
152285;16;DDR2;800
152286;32;DDR2;1000
152287;2;DDR1;4400
152288;32;DDR3;1000
152289;32;DDR4;400
152290;16;DDR3;400
152291;16;DDR2;533
152292;2;DDR4;1066
152293;32;DDR4;2666
152294;32;DDR4;4000
152295;32;DDR2;200
152296;32;DDR4;667
152297;4;DDR1;667
152298;2;DDR3;1066
152299;32;DDR1;333
152300;32;DDR2;333
152301;32;DDR1;4400
152302;4;DDR3;200
152303;32;DDR3;2400
152304;4;DDR1;3600
152305;2;DDR2;200
152306;4;DDR2;800
152307;4;DDR2;1066
152308;32;DDR3;3600
152309;32;DDR4;800
152310;8;DDR2;3000
152311;4;DDR3;200
152312;8;DDR2;667
152313;16;DDR3;1333
152314;16;DDR3;333
152315;8;DDR2;4000
152316;16;DDR3;3200
152317;32;DDR2;300
152318;16;DDR3;2933
152319;32;DDR2;667
152320;32;DDR2;1066
152321;32;DDR4;2400
152322;2;DDR2;3600
152323;4;DDR4;4400
152324;8;DDR2;1066
152325;16;DDR2;533
152326;8;DDR3;4000
152327;16;DDR1;200
152328;16;DDR3;3600
152329;32;DDR1;533
152330;16;DDR1;1600
152331;16;DDR3;4000
152332;8;DDR2;1000
152333;8;DDR1;3600
152334;4;DDR1;533
152335;4;DDR1;1000
152336;32;DDR2;1066
152337;2;DDR2;800
152338;2;DDR4;1066
152339;8;DDR2;4000
152340;4;DDR4;1600
152341;2;DDR2;800
152342;4;DDR1;1000
152343;4;DDR1;333
152344;8;DDR4;3600
152345;16;DDR1;200
152346;32;DDR4;667
152347;32;DDR2;1600
152348;8;DDR4;667
152349;32;DDR2;3600
152350;4;DDR2;333
152351;32;DDR2;1000
152352;8;DDR3;1333
152353;2;DDR3;1000
152354;8;DDR1;2933
152355;4;DDR1;200
152356;32;DDR4;300
152357;8;DDR4;3200
152358;2;DDR3;1600
152359;16;DDR1;1333
152360;16;DDR4;2666
152361;16;DDR4;3000
152362;16;DDR1;4000
152363;4;DDR1;300
152364;8;DDR2;300
152365;8;DDR1;533
152366;32;DDR3;667
152367;8;DDR1;300
152368;16;DDR2;4400
152369;16;DDR4;3000
152370;8;DDR4;3000
152371;8;DDR4;200
152372;16;DDR3;300
152373;4;DDR4;2666
152374;4;DDR2;533
152375;16;DDR4;800
152376;32;DDR2;1066
152377;4;DDR4;266
152378;2;DDR3;4000
152379;16;DDR4;266
152380;4;DDR1;200
152381;8;DDR1;3000
152382;32;DDR1;3200
152383;8;DDR1;1600
152384;16;DDR3;2400
152385;32;DDR1;3200
152386;16;DDR3;200
152387;32;DDR3;333
152388;16;DDR1;800
152389;16;DDR1;266
152390;2;DDR2;3200
152391;32;DDR4;2666
152392;8;DDR4;300
152393;8;DDR3;4000
152394;16;DDR3;200
152395;8;DDR3;1333
152396;2;DDR4;667
152397;4;DDR1;4400
152398;4;DDR4;4400
152399;4;DDR2;1066
152400;32;DDR4;1333
152401;8;DDR4;3200
152402;32;DDR2;1333
152403;32;DDR4;533
152404;4;DDR3;300
152405;32;DDR3;2933
152406;32;DDR4;333
152407;8;DDR2;333
152408;16;DDR2;200
152409;8;DDR2;333
152410;2;DDR3;667
152411;16;DDR3;667
152412;2;DDR4;2400
152413;32;DDR1;533
152414;32;DDR4;3000
152415;16;DDR2;2933
152416;8;DDR2;800
152417;2;DDR4;800
152418;8;DDR2;2666
152419;2;DDR1;667
152420;8;DDR1;4400
152421;16;DDR4;200
152422;2;DDR4;1000
152423;16;DDR1;667
152424;16;DDR2;3600
152425;8;DDR4;300
152426;16;DDR4;266
152427;2;DDR2;3200
152428;2;DDR1;2400
152429;16;DDR4;800
152430;4;DDR2;800
152431;32;DDR4;800
152432;16;DDR2;2933
152433;2;DDR2;800
152434;4;DDR2;300
152435;4;DDR2;400
152436;32;DDR4;2400
152437;32;DDR2;266
152438;8;DDR4;2933
152439;8;DDR2;2400
152440;2;DDR2;667
152441;16;DDR2;1333
152442;2;DDR3;300
152443;8;DDR3;3000
152444;16;DDR1;400
152445;32;DDR2;1333
152446;4;DDR1;1066
152447;8;DDR3;2400
152448;16;DDR4;533
152449;8;DDR3;1333
152450;2;DDR4;1600
152451;8;DDR2;4400
152452;8;DDR1;1600
152453;2;DDR1;400
152454;8;DDR1;300
152455;2;DDR1;667
152456;8;DDR1;200
152457;16;DDR3;200
152458;32;DDR4;1000
152459;4;DDR2;3000
152460;16;DDR3;1333
152461;4;DDR1;3600
152462;4;DDR4;800
152463;16;DDR4;400
152464;2;DDR2;533
152465;4;DDR2;400
152466;4;DDR2;2666
152467;8;DDR1;4400
152468;8;DDR1;1000
152469;8;DDR1;1000
152470;16;DDR4;800
152471;32;DDR4;667
152472;8;DDR3;3600
152473;8;DDR2;266
152474;32;DDR2;800
152475;2;DDR3;333
152476;4;DDR2;2400
152477;32;DDR3;667
152478;32;DDR2;266
152479;8;DDR1;800
152480;8;DDR3;800
152481;8;DDR1;266
152482;16;DDR4;667
152483;2;DDR1;4000
152484;16;DDR3;800
152485;16;DDR4;3600
152486;4;DDR1;1333
152487;16;DDR1;4400
152488;2;DDR3;3200
152489;16;DDR2;3600
152490;4;DDR1;533
152491;4;DDR2;3200
152492;2;DDR4;800
152493;16;DDR4;667
152494;32;DDR2;667
152495;16;DDR3;3200
152496;16;DDR1;3200
152497;8;DDR2;2400
152498;4;DDR1;667
152499;32;DDR4;333
152500;16;DDR2;4400
152501;8;DDR4;3600
152502;2;DDR4;300
152503;8;DDR1;2933
152504;8;DDR2;4400
152505;2;DDR2;4400
152506;2;DDR4;200
152507;32;DDR1;266
152508;4;DDR2;4400
152509;4;DDR2;4000
152510;4;DDR1;3200
152511;2;DDR2;3600
152512;2;DDR4;800
152513;4;DDR1;266
152514;16;DDR1;200
152515;8;DDR3;800
152516;2;DDR3;2400
152517;8;DDR1;1000
152518;16;DDR3;333
152519;2;DDR3;3600
152520;32;DDR3;300
152521;2;DDR1;3600
152522;8;DDR1;667
152523;8;DDR3;266
152524;4;DDR1;1000
152525;2;DDR1;2933
152526;4;DDR1;266
152527;8;DDR1;2666
152528;2;DDR2;333
152529;2;DDR1;2400
152530;8;DDR1;2933
152531;32;DDR1;1600
152532;16;DDR4;3600
152533;32;DDR2;3600
152534;32;DDR3;2933
152535;2;DDR3;800
152536;8;DDR2;266
152537;32;DDR2;2400
152538;8;DDR1;3000
152539;4;DDR2;1000
152540;2;DDR4;266
152541;16;DDR2;3200
152542;2;DDR2;1333
152543;8;DDR3;1000
152544;32;DDR3;2400
152545;32;DDR2;3000
152546;8;DDR4;1066
152547;32;DDR3;2666
152548;2;DDR3;2666
152549;4;DDR2;1600
152550;4;DDR1;3600
152551;16;DDR1;533
152552;32;DDR4;200
152553;32;DDR2;333
152554;8;DDR2;3200
152555;4;DDR3;266
152556;16;DDR2;1600
152557;16;DDR2;300
152558;32;DDR2;1066
152559;8;DDR3;3000
152560;32;DDR1;1600
152561;16;DDR3;667
152562;8;DDR2;2666
152563;4;DDR1;4400
152564;2;DDR1;333
152565;4;DDR1;333
152566;32;DDR4;2666
152567;2;DDR1;800
152568;2;DDR2;800
152569;8;DDR3;800
152570;32;DDR1;3600
152571;8;DDR3;1066
152572;4;DDR4;300
152573;16;DDR3;3200
152574;8;DDR3;1333
152575;4;DDR2;2933
152576;32;DDR3;3200
152577;4;DDR3;533
152578;16;DDR1;1333
152579;32;DDR4;1333
152580;16;DDR1;300
152581;16;DDR1;3200
152582;4;DDR3;1000
152583;4;DDR2;3000
152584;8;DDR1;1000
152585;2;DDR2;1000
152586;8;DDR1;1333
152587;4;DDR2;1000
152588;2;DDR3;1333
152589;32;DDR1;400
152590;32;DDR2;266
152591;4;DDR1;3200
152592;32;DDR2;667
152593;16;DDR3;333
152594;4;DDR4;333
152595;2;DDR1;667
152596;8;DDR3;333
152597;32;DDR3;3000
152598;4;DDR2;1333
152599;8;DDR2;2666
152600;4;DDR2;1066
152601;4;DDR1;4400
152602;2;DDR3;300
152603;4;DDR1;333
152604;4;DDR1;1066
152605;4;DDR4;1066
152606;16;DDR2;4400
152607;4;DDR4;266
152608;32;DDR3;400
152609;16;DDR1;200
152610;32;DDR2;3000
152611;8;DDR3;300
152612;32;DDR1;200
152613;8;DDR4;4000
152614;16;DDR1;1066
152615;32;DDR2;300
152616;2;DDR4;200
152617;2;DDR4;400
152618;16;DDR4;333
152619;32;DDR3;800
152620;16;DDR1;2666
152621;4;DDR3;3200
152622;4;DDR3;1000
152623;16;DDR2;3600
152624;16;DDR1;400
152625;16;DDR4;4000
152626;4;DDR1;1600
152627;32;DDR4;4000
152628;8;DDR1;1333
152629;32;DDR2;200
152630;8;DDR3;1066
152631;4;DDR1;2666
152632;4;DDR3;400
152633;4;DDR4;333
152634;4;DDR4;2666
152635;16;DDR1;800
152636;16;DDR3;1600
152637;16;DDR2;533
152638;8;DDR3;2666
152639;16;DDR1;3600
152640;4;DDR1;333
152641;2;DDR4;800
152642;32;DDR2;3600
152643;4;DDR1;4000
152644;8;DDR4;3000
152645;32;DDR4;3000
152646;32;DDR1;4400
152647;2;DDR3;1066
152648;2;DDR4;1066
152649;32;DDR1;1333
152650;16;DDR2;333
152651;2;DDR3;667
152652;32;DDR4;800
152653;4;DDR3;200
152654;8;DDR3;2666
152655;2;DDR1;4000
152656;8;DDR1;333
152657;16;DDR2;1066
152658;4;DDR4;2933
152659;16;DDR1;2400
152660;2;DDR3;2933
152661;4;DDR1;1600
152662;8;DDR1;1333
152663;32;DDR3;3200
152664;4;DDR3;1333
152665;2;DDR3;1000
152666;4;DDR4;400
152667;16;DDR1;1066
152668;8;DDR4;1066
152669;2;DDR2;800
152670;16;DDR3;4000
152671;2;DDR4;3000
152672;8;DDR2;1066
152673;32;DDR4;800
152674;4;DDR3;800
152675;2;DDR4;800
152676;16;DDR4;667
152677;16;DDR4;2933
152678;16;DDR3;1066
152679;32;DDR1;533
152680;16;DDR3;4400
152681;4;DDR3;800
152682;4;DDR2;3200
152683;2;DDR1;4000
152684;8;DDR2;1000
152685;8;DDR1;800
152686;2;DDR4;333
152687;16;DDR2;800
152688;32;DDR2;4400
152689;8;DDR4;667
152690;8;DDR2;1066
152691;16;DDR2;3000
152692;32;DDR1;266
152693;32;DDR3;400
152694;16;DDR1;1066
152695;16;DDR2;1000
152696;2;DDR2;1333
152697;8;DDR4;1000
152698;16;DDR1;2933
152699;16;DDR3;200
152700;2;DDR2;2666
152701;2;DDR3;4400
152702;2;DDR2;2400
152703;4;DDR4;2933
152704;32;DDR2;2933
152705;4;DDR4;3000
152706;8;DDR3;300
152707;4;DDR2;1333
152708;2;DDR3;4000
152709;32;DDR3;1066
152710;16;DDR1;1000
152711;4;DDR4;667
152712;16;DDR1;2933
152713;16;DDR1;800
152714;2;DDR1;200
152715;16;DDR1;2933
152716;2;DDR2;4400
152717;2;DDR1;400
152718;16;DDR4;2400
152719;8;DDR3;533
152720;4;DDR1;300
152721;8;DDR4;2400
152722;4;DDR3;1066
152723;8;DDR1;2933
152724;32;DDR3;4400
152725;2;DDR2;1066
152726;32;DDR4;333
152727;4;DDR2;3600
152728;2;DDR3;1066
152729;8;DDR1;1333
152730;8;DDR1;3000
152731;8;DDR4;3000
152732;8;DDR2;3000
152733;4;DDR3;4400
152734;2;DDR4;1600
152735;16;DDR1;300
152736;16;DDR4;266
152737;8;DDR3;4000
152738;16;DDR1;1066
152739;32;DDR2;2933
152740;8;DDR1;333
152741;16;DDR1;4400
152742;2;DDR4;3600
152743;2;DDR3;4400
152744;16;DDR1;333
152745;4;DDR1;3200
152746;32;DDR4;1000
152747;4;DDR3;200
152748;8;DDR3;800
152749;16;DDR2;1600
152750;32;DDR1;400
152751;16;DDR3;667
152752;4;DDR1;4400
152753;8;DDR3;266
152754;16;DDR4;533
152755;8;DDR1;266
152756;16;DDR2;4000
152757;2;DDR1;200
152758;8;DDR2;200
152759;16;DDR3;1600
152760;16;DDR1;1333
152761;2;DDR1;333
152762;8;DDR3;2400
152763;16;DDR4;4000
152764;8;DDR3;533
